 &plot nbnd=  64, nks=    81 /
            0.000000  0.000000  0.000000
   -8.876   -8.876   -8.876   -8.796   -8.796   -8.796   -8.769   -8.769   -8.769   -8.762
   -8.755   -8.755   -8.736   -8.736   -8.732   -6.495   -4.310   -4.310   -4.310   -0.809
   -0.809   -0.067    3.302    3.302    3.302    3.309    3.309    3.309    5.733    5.733
    5.733    6.201    7.290    7.290    7.290    7.322    7.322    8.097    9.540    9.540
    9.540   13.479   15.544   15.544   15.565   15.565   15.565   15.649   15.649   15.649
   16.349   16.349   16.692   17.164   17.164   17.164   18.381   18.381   18.381   18.863
   18.863   18.863   19.115   19.115
            0.025000  0.000000  0.025000
   -8.876   -8.876   -8.876   -8.796   -8.796   -8.796   -8.769   -8.769   -8.769   -8.762
   -8.755   -8.755   -8.736   -8.736   -8.732   -6.491   -4.317   -4.316   -4.310   -0.804
   -0.798   -0.060    3.279    3.299    3.301    3.301    3.307    3.311    5.577    5.717
    5.730    6.341    7.277    7.291    7.310    7.360    7.365    8.116    9.539    9.545
    9.561   13.507   15.453   15.482   15.517   15.528   15.533   15.603   15.620   15.628
   16.331   16.351   16.621   17.172   17.181   17.229   18.329   18.352   18.381   18.795
   18.872   18.910   19.035   19.085
            0.050000  0.000000  0.050000
   -8.876   -8.876   -8.875   -8.797   -8.796   -8.796   -8.769   -8.769   -8.769   -8.762
   -8.754   -8.754   -8.737   -8.736   -8.732   -6.477   -4.336   -4.332   -4.308   -0.790
   -0.767   -0.040    3.206    3.288    3.290    3.292    3.303    3.323    5.294    5.672
    5.723    6.579    7.283    7.305    7.361    7.448    7.470    8.172    9.537    9.558
    9.623   13.588   15.283   15.292   15.393   15.396   15.420   15.474   15.535   15.576
   16.304   16.339   16.468   17.194   17.213   17.390   18.251   18.286   18.380   18.630
   18.907   18.945   18.949   19.144
            0.075000  0.000000  0.075000
   -8.876   -8.875   -8.874   -8.798   -8.796   -8.796   -8.770   -8.770   -8.769   -8.762
   -8.754   -8.754   -8.737   -8.736   -8.732   -6.455   -4.368   -4.358   -4.306   -0.768
   -0.717   -0.008    3.095    3.266    3.273    3.282    3.298    3.342    4.984    5.601
    5.714    6.815    7.320    7.333    7.437    7.559    7.644    8.268    9.537    9.580
    9.727   13.718   14.987   15.071   15.109   15.202   15.299   15.331   15.401   15.496
   16.249   16.281   16.330   17.202   17.267   17.544   18.194   18.249   18.407   18.456
   18.841   18.893   19.076   19.263
            0.100000  0.000000  0.100000
   -8.875   -8.875   -8.873   -8.800   -8.796   -8.796   -8.771   -8.771   -8.770   -8.761
   -8.754   -8.754   -8.737   -8.737   -8.732   -6.425   -4.409   -4.392   -4.304   -0.739
   -0.651    0.037    2.960    3.236    3.247    3.276    3.294    3.370    4.665    5.503
    5.698    7.030    7.372    7.388    7.540    7.694    7.859    8.410    9.543    9.611
    9.871   13.888   14.601   14.721   14.852   14.973   15.159   15.162   15.238   15.384
   16.029   16.248   16.262   17.202   17.343   17.542   18.134   18.285   18.379   18.501
   18.770   18.864   19.237   19.413
            0.125000  0.000000  0.125000
   -8.875   -8.874   -8.872   -8.802   -8.796   -8.796   -8.772   -8.771   -8.770   -8.760
   -8.754   -8.753   -8.737   -8.737   -8.733   -6.386   -4.459   -4.434   -4.303   -0.706
   -0.572    0.092    2.812    3.198    3.212    3.276    3.296    3.406    4.345    5.381
    5.679    7.221    7.420    7.487    7.667    7.852    8.092    8.610    9.557    9.651
   10.048   14.064   14.193   14.289   14.627   14.731   14.964   15.008   15.067   15.259
   15.770   16.183   16.195   17.210   17.382   17.437   18.059   18.151   18.615   18.646
   18.734   18.894   19.412   19.582
            0.150000  0.000000  0.150000
   -8.875   -8.873   -8.870   -8.804   -8.796   -8.795   -8.774   -8.772   -8.771   -8.760
   -8.753   -8.752   -8.738   -8.737   -8.733   -6.339   -4.514   -4.481   -4.303   -0.669
   -0.483    0.155    2.662    3.155    3.171    3.286    3.306    3.450    4.028    5.239
    5.655    7.389    7.481    7.613    7.815    8.029    8.323    8.875    9.585    9.701
   10.253   13.695   13.831   14.313   14.407   14.500   14.744   14.850   14.893   15.127
   15.504   16.085   16.115   17.154   17.231   17.544   17.979   18.017   18.706   18.755
   18.859   19.114   19.589   19.756
            0.175000  0.000000  0.175000
   -8.874   -8.872   -8.868   -8.807   -8.795   -8.795   -8.776   -8.773   -8.772   -8.759
   -8.753   -8.752   -8.738   -8.737   -8.734   -6.283   -4.574   -4.531   -4.305   -0.631
   -0.389    0.224    2.518    3.107    3.124    3.309    3.327    3.500    3.717    5.079
    5.625    7.513    7.577    7.764    7.977    8.221    8.542    9.194    9.632    9.759
   10.472   13.230   13.364   14.193   14.218   14.515   14.565   14.696   14.714   14.987
   15.256   15.968   16.006   16.900   17.262   17.622   17.880   17.935   18.730   18.792
   19.061   19.467   19.746   19.920
            0.200000  0.000000  0.200000
   -8.874   -8.870   -8.866   -8.810   -8.795   -8.795   -8.778   -8.775   -8.773   -8.758
   -8.752   -8.751   -8.739   -8.737   -8.735   -6.220   -4.635   -4.584   -4.312   -0.591
   -0.294    0.295    2.389    3.054    3.074    3.344    3.348    3.435    3.558    4.904
    5.589    7.590    7.714    7.939    8.154    8.427    8.756    9.523    9.726    9.826
   10.691   12.764   12.899   13.984   13.989   14.296   14.471   14.526   14.784   14.814
   15.128   15.837   15.873   16.635   17.292   17.597   17.734   18.024   18.770   18.807
   19.265   19.778   19.861   20.113
            0.225000  0.000000  0.225000
   -8.873   -8.869   -8.864   -8.813   -8.795   -8.794   -8.780   -8.776   -8.774   -8.757
